transaction_amount,transaction_frequency,transaction_hour,pin_attempts,device_change_count,new_recipient,location_change,upi_id_age_days,avg_transaction_amount,state,merchant_category,dob_year,is_fraud
3535.04,23,23,3,2,1,2,11,4340.46,Maharashtra,Grocery,1988,1
11.41,8,17,1,0,0,0,650,3012.93,Rajasthan,Utilities,1991,0
1850.97,5,20,1,0,0,0,664,138.99,Karnataka,Travel,1993,0
1282.49,7,11,1,1,0,1,379,31.54,Rajasthan,Entertainment,1989,0
97.13,9,13,1,0,0,0,656,76.08,Gujarat,Grocery,1980,0
185.28,9,18,1,0,0,1,42,64.56,Rajasthan,Electronics,1987,0
993.79,6,16,1,1,0,0,102,318.18,Kerala,Education,1985,0
1092.02,8,19,1,1,0,0,363,34.67,Rajasthan,Education,1985,0
240.65,7,16,1,1,0,0,599,5612.66,Gujarat,Healthcare,1992,0
2829.6,5,6,1,0,0,0,484,563.51,Kerala,Education,1985,0
634.5,2,20,1,0,0,1,177,1605.36,Uttar Pradesh,Utilities,1980,0
447.41,3,7,1,1,0,1,264,791.69,Rajasthan,Utilities,1972,0
1382.41,9,14,1,0,0,1,234,484.01,Kerala,Travel,1997,0
797.29,8,10,1,0,0,1,498,128.1,Tamil Nadu,Utilities,1998,0
1594.18,1,6,1,1,0,1,342,1817.11,Rajasthan,Clothing,1986,0
1892.88,9,8,1,1,0,1,104,1094.51,Delhi,Travel,1970,0
5983.84,1,23,1,1,1,2,34,3024.41,Tamil Nadu,Grocery,1978,1
1682.54,5,21,1,1,0,0,501,1731.39,West Bengal,Healthcare,1988,0
288.98,8,13,1,0,0,1,11,458.13,Rajasthan,Education,1991,0
8624.96,8,17,1,1,0,0,209,1593.68,Kerala,Electronics,1999,0
567.17,3,16,1,0,0,0,192,974.03,Delhi,Education,1987,0
3763.62,7,11,1,0,0,0,99,4162.38,West Bengal,Travel,1982,0
2651.26,6,9,1,1,0,0,533,174.43,Karnataka,Electronics,1979,0
1056.2,4,21,1,0,0,1,290,670.43,Rajasthan,Entertainment,1970,0
5654.88,6,18,1,1,0,1,184,1266.01,Uttar Pradesh,Healthcare,1977,0
576.82,4,21,1,0,0,0,20,190.87,Karnataka,Clothing,1991,0
941.89,1,7,1,0,0,1,607,120.91,Maharashtra,Electronics,1996,0
638.84,6,15,1,1,0,0,371,1286.27,Gujarat,Travel,1985,0
120.01,7,20,1,1,0,1,261,451.59,Karnataka,Fuel,1973,0
281.25,9,9,1,1,0,0,692,481.34,Delhi,Food,1984,0
2507.31,4,23,4,2,0,1,9,132.5,Karnataka,Grocery,1981,1
2972.12,9,16,1,1,0,0,509,533.52,West Bengal,Grocery,1999,0
472.18,9,14,1,0,0,1,288,1273.45,Uttar Pradesh,Clothing,1999,0
477.06,3,12,1,1,0,0,510,153.6,Uttar Pradesh,Food,1989,0
3848.71,9,10,1,0,0,1,113,727.32,Maharashtra,Education,1978,0
3289.33,6,16,1,1,0,1,488,1888.92,Maharashtra,Travel,1975,0
2463.78,3,12,1,0,0,0,343,415.33,Uttar Pradesh,Utilities,1990,0
583.71,2,20,1,1,0,0,170,186.19,Telangana,Travel,1979,0
2586.98,13,5,4,2,1,2,37,1951.92,Karnataka,Utilities,1995,1
727.6,5,7,1,0,0,1,602,201.45,Karnataka,Fuel,1998,0
894.92,8,11,1,0,0,1,575,209.46,Maharashtra,Clothing,1971,0
489.74,4,7,1,0,0,1,34,534.22,Maharashtra,Entertainment,1981,0
1072.36,7,9,1,1,0,1,129,446.88,Tamil Nadu,Fuel,1997,0
197.99,6,9,1,0,0,1,156,433.42,Uttar Pradesh,Fuel,1974,0
2916.22,2,9,1,1,0,0,542,1721.71,Tamil Nadu,Travel,1976,0
423.58,9,19,1,0,0,1,247,436.25,West Bengal,Electronics,1973,0
332.46,7,6,1,1,0,0,687,304.57,Rajasthan,Travel,1990,0
1184.77,6,14,1,1,0,1,212,3805.22,Delhi,Electronics,1999,0
1228.79,6,20,1,0,0,1,547,733.9,Delhi,Education,1970,0
692.2,3,15,1,1,0,1,250,1709.93,Telangana,Fuel,1980,0
477.0,5,18,1,1,0,0,617,265.21,Maharashtra,Grocery,1991,0
3072.65,1,15,1,0,0,0,622,4393.17,Gujarat,Food,1992,0
3913.55,4,8,1,0,0,0,656,1308.43,Gujarat,Fuel,1990,0
30.67,7,14,1,0,0,0,2,1041.09,Kerala,Electronics,1981,0
1619.91,1,9,1,0,0,1,661,2932.2,Gujarat,Electronics,1990,0
74.39,9,8,1,1,0,1,693,737.76,Karnataka,Education,1978,0
18.8,8,18,1,0,0,1,542,1118.87,Uttar Pradesh,Healthcare,1981,0
99.61,5,7,1,1,0,1,344,1170.12,Kerala,Entertainment,1972,0
4787.24,6,21,1,1,0,1,147,284.72,Karnataka,Utilities,1975,0
1079.12,16,0,4,1,1,0,29,6861.89,Rajasthan,Utilities,1978,1
1526.16,4,16,1,1,0,1,77,65.7,Tamil Nadu,Travel,1984,0
415.88,5,9,1,1,0,0,189,2030.68,Tamil Nadu,Entertainment,1973,0
3170.98,1,1,3,2,1,0,29,1598.76,Kerala,Grocery,1996,1
2912.07,3,13,1,1,0,0,494,765.59,West Bengal,Grocery,1974,0
1005.83,2,21,1,1,0,1,624,906.9,Maharashtra,Grocery,1973,0
661.67,9,10,1,0,0,0,305,647.04,Gujarat,Food,1982,0
781.44,7,18,1,1,0,0,430,2836.34,Gujarat,Healthcare,1994,0
1272.13,5,6,1,1,0,1,13,2225.16,Rajasthan,Entertainment,1982,0
1587.28,7,19,1,0,0,0,168,343.45,Tamil Nadu,Utilities,1982,0
83.11,9,12,1,0,0,1,70,1957.07,Rajasthan,Healthcare,1980,0
1136.1,4,11,1,1,0,0,721,45.15,Karnataka,Food,1993,0
46.0,9,16,1,1,0,1,103,437.67,Tamil Nadu,Travel,1980,0
575.14,4,6,1,0,0,1,395,2880.53,Rajasthan,Fuel,1982,0
353.3,9,5,4,2,1,1,2,916.59,Rajasthan,Healthcare,1987,1
1164.05,5,18,1,0,0,0,426,115.9,Kerala,Utilities,1984,0
1096.12,3,9,1,1,0,0,242,328.59,Delhi,Clothing,1995,0
890.92,3,8,1,1,0,1,587,3687.41,Delhi,Electronics,1987,0
957.93,4,8,1,0,0,1,268,520.17,Gujarat,Food,1990,0
1460.82,6,17,1,0,0,0,446,1378.72,Gujarat,Education,1975,0
2416.88,9,16,1,0,0,1,63,1023.96,West Bengal,Utilities,1997,0
2785.61,7,15,1,1,0,1,576,5818.07,Kerala,Food,1992,0
285.54,6,18,1,1,0,1,242,357.05,Uttar Pradesh,Utilities,1981,0
81.74,7,12,1,0,0,0,222,38.01,Rajasthan,Entertainment,1984,0
697.73,7,19,1,0,0,0,258,258.98,Gujarat,Fuel,1978,0
1126.72,4,14,1,0,0,1,237,836.84,Kerala,Utilities,1985,0
1677.59,2,9,1,0,0,1,237,1012.79,Maharashtra,Fuel,1986,0
2114.75,7,21,1,0,0,0,19,1198.22,Uttar Pradesh,Clothing,1975,0
187.77,3,13,1,0,0,0,77,3977.77,Delhi,Travel,1973,0
863.15,7,14,1,1,0,0,198,808.02,Karnataka,Healthcare,1979,0
917.94,2,18,1,1,0,0,57,825.48,Telangana,Electronics,1978,0
1149.07,3,14,1,1,0,1,162,303.98,Uttar Pradesh,Fuel,1977,0
1759.45,1,19,1,0,0,0,146,341.92,Rajasthan,Travel,1974,0
7698.83,16,1,2,2,0,2,5,2574.3,Maharashtra,Utilities,1993,1
85.11,7,20,1,0,0,1,112,146.17,West Bengal,Travel,1972,0
644.01,6,15,1,0,0,0,192,393.95,Telangana,Utilities,1989,0
447.56,1,17,1,0,0,1,633,9791.1,Karnataka,Grocery,1974,0
552.69,6,17,1,1,0,1,512,1659.2,Kerala,Education,1993,0
15621.48,7,3,1,1,1,0,12,1375.91,Gujarat,Healthcare,1976,1
532.08,1,19,1,1,0,1,415,430.21,Delhi,Electronics,1988,0
3755.65,7,16,1,1,0,0,164,10.0,West Bengal,Fuel,1992,0
573.76,3,21,1,1,0,1,455,643.21,Uttar Pradesh,Food,1975,0
2162.43,5,21,1,0,0,0,480,133.17,Kerala,Healthcare,1977,0
2416.88,8,9,1,0,0,1,105,1373.9,Kerala,Fuel,1998,0
1770.43,5,18,1,0,0,0,121,231.06,Karnataka,Clothing,1982,0
2130.67,7,21,1,0,0,0,458,1116.39,Telangana,Food,1997,0
645.58,1,12,1,1,0,1,598,3513.12,Kerala,Travel,1997,0
803.2,6,14,1,0,0,1,375,6937.89,Karnataka,Clothing,1992,0
10.0,1,7,1,1,0,1,74,614.67,Telangana,Food,1989,0
1641.07,8,13,1,0,0,1,569,128.36,Maharashtra,Utilities,1974,0
4915.02,5,12,1,1,0,1,12,920.43,West Bengal,Fuel,1971,0
558.87,5,11,1,1,0,0,284,23.95,Karnataka,Electronics,1989,0
932.63,7,15,1,1,0,1,15,2042.45,Delhi,Food,1994,0
765.69,7,17,1,1,0,1,158,2294.09,Gujarat,Education,1987,0
2071.9,9,13,1,0,0,0,710,165.11,Maharashtra,Clothing,1994,0
46.26,1,20,1,0,0,0,8,1022.71,Maharashtra,Healthcare,1999,0
41.83,2,11,1,0,0,0,14,134.59,Gujarat,Education,1979,0
1437.38,5,15,1,0,0,1,543,2326.11,Kerala,Education,1979,0
266.85,9,21,1,1,0,0,267,1525.98,Delhi,Education,1982,0
1479.22,5,11,1,1,0,1,452,885.32,West Bengal,Education,1972,0
2004.37,1,7,1,0,0,1,303,114.49,Delhi,Entertainment,1988,0
768.57,9,11,1,1,0,0,224,328.38,Tamil Nadu,Healthcare,1985,0
4757.35,4,6,1,0,0,1,537,1135.04,Karnataka,Fuel,1970,0
241.67,4,9,1,1,0,0,609,27.2,Rajasthan,Electronics,1996,0
235.62,7,15,1,0,0,0,61,83.45,Telangana,Fuel,1990,0
1662.9,4,18,1,1,0,0,108,1533.7,Tamil Nadu,Travel,1983,0
2933.11,7,13,1,1,0,0,669,519.58,Maharashtra,Food,1990,0
2309.11,9,19,1,1,0,0,482,113.27,Delhi,Electronics,1979,0
1179.84,4,9,1,1,0,1,392,957.21,Telangana,Entertainment,1981,0
224.58,8,22,2,1,0,0,36,1931.88,Tamil Nadu,Entertainment,1973,1
757.31,5,21,1,1,0,1,514,729.35,Maharashtra,Healthcare,1980,0
309.97,6,15,1,0,0,1,283,848.99,Telangana,Clothing,1986,0
1590.38,5,19,1,0,0,0,189,1241.98,Tamil Nadu,Fuel,1999,0
1431.67,2,17,1,1,0,0,70,1193.99,Rajasthan,Fuel,1997,0
752.66,3,13,1,1,0,1,522,2759.94,Delhi,Entertainment,1996,0
410.85,1,8,1,0,0,1,585,411.76,Tamil Nadu,Education,1993,0
305.65,7,16,1,0,0,0,210,44.85,Kerala,Clothing,1996,0
43.61,4,6,1,0,0,1,255,1293.65,Gujarat,Food,1970,0
179.9,7,9,1,0,0,0,231,873.74,Telangana,Entertainment,1976,0
939.0,3,17,1,0,0,0,671,1099.83,Telangana,Electronics,1996,0
115.29,1,9,1,1,0,0,4,1916.72,Maharashtra,Travel,1973,0
453.65,1,16,1,0,0,0,133,1003.2,Maharashtra,Electronics,1976,0
1918.44,8,7,1,1,0,1,95,1208.35,Delhi,Healthcare,1977,0
6624.71,2,10,1,1,0,1,631,1882.42,Gujarat,Food,1999,0
1165.74,8,8,1,0,0,0,175,698.28,Delhi,Education,1987,0
955.44,6,20,1,1,0,1,314,608.99,Tamil Nadu,Food,1973,0
6783.78,4,14,1,0,0,1,33,1295.3,Tamil Nadu,Education,1982,0
42.06,7,12,1,1,0,1,635,197.14,Kerala,Food,1994,0
125.99,4,17,1,1,0,1,525,3107.45,Gujarat,Fuel,1990,0
15.72,9,8,1,0,0,1,10,1216.51,Tamil Nadu,Electronics,1985,0
1210.26,8,15,1,1,0,0,643,409.13,Telangana,Entertainment,1977,0
305.07,2,19,1,1,0,0,452,255.03,West Bengal,Grocery,1997,0
2886.36,6,18,1,1,0,1,220,422.43,Kerala,Grocery,1979,0
7746.04,1,3,2,1,1,2,58,5549.41,Kerala,Entertainment,1974,1
1827.92,3,14,1,1,0,1,321,249.38,Gujarat,Utilities,1976,0
368.76,2,19,1,1,0,0,121,132.71,Uttar Pradesh,Healthcare,1972,0
6101.95,6,19,1,1,0,1,475,997.42,Karnataka,Clothing,1999,0
7210.15,13,1,2,2,1,1,55,391.19,Karnataka,Food,1984,1
2283.3,7,19,1,0,0,0,391,1807.69,Uttar Pradesh,Electronics,1988,0
1508.18,1,20,1,0,0,0,367,957.25,Rajasthan,Utilities,1989,0
56.81,6,12,1,1,0,0,594,403.17,Maharashtra,Food,1980,0
212.34,8,7,1,1,0,1,158,1862.07,West Bengal,Utilities,1985,0
944.98,5,10,1,0,0,0,254,955.92,Gujarat,Grocery,1973,0
3992.09,5,8,1,1,0,1,107,1601.21,Delhi,Healthcare,1985,0
1160.03,5,11,1,0,0,1,40,936.3,Kerala,Healthcare,1992,0
378.69,29,3,4,0,1,0,38,5380.94,Kerala,Clothing,1995,1
471.94,8,17,1,1,0,1,419,1456.83,Kerala,Travel,1995,0
1566.99,9,19,1,1,0,0,23,1496.1,West Bengal,Clothing,1975,0
3001.71,8,15,1,0,0,1,59,264.95,Tamil Nadu,Entertainment,1988,0
613.74,1,14,1,1,0,1,257,4438.05,Delhi,Travel,1996,0
33.92,2,16,1,1,0,0,409,1842.37,Gujarat,Utilities,1974,0
5046.12,7,8,1,0,0,0,387,840.7,Kerala,Food,1987,0
607.45,2,10,1,0,0,0,11,262.19,Karnataka,Grocery,1996,0
1503.91,7,21,1,0,0,0,154,165.78,Maharashtra,Electronics,1994,0
314.57,5,16,1,1,0,1,559,681.97,Rajasthan,Entertainment,1974,0
10.0,4,17,1,1,0,1,88,224.12,Karnataka,Grocery,1971,0
5149.19,1,10,1,1,0,0,172,3190.25,Karnataka,Electronics,1988,0
167.59,5,13,1,1,0,1,106,2208.81,Maharashtra,Fuel,1988,0
1212.93,3,6,1,0,0,0,428,3195.6,Tamil Nadu,Healthcare,1984,0
899.46,9,11,1,1,0,1,152,543.71,West Bengal,Education,1970,0
74.17,1,12,1,0,0,0,521,578.03,Telangana,Grocery,1998,0
220.5,8,20,1,0,0,0,11,110.71,Karnataka,Clothing,1978,0
29.91,1,8,1,0,0,0,589,1880.41,Kerala,Food,1996,0
296.28,1,11,1,1,0,1,522,1309.38,Maharashtra,Entertainment,1997,0
487.33,5,7,1,1,0,1,678,145.2,Delhi,Healthcare,1987,0
5845.56,7,9,1,1,0,1,242,1476.74,Karnataka,Clothing,1976,0
64.34,5,16,1,1,0,0,122,98.33,Karnataka,Travel,1985,0
755.11,2,13,1,0,0,1,507,948.84,Uttar Pradesh,Healthcare,1991,0
766.62,1,11,1,1,0,0,276,2317.17,Delhi,Travel,1999,0
2190.35,28,2,1,1,1,0,31,5266.5,Delhi,Electronics,1991,1
2480.82,4,20,1,1,0,1,149,1601.41,Gujarat,Food,1984,0
1487.85,1,12,1,1,0,1,3,152.45,West Bengal,Clothing,1975,0
1400.67,8,7,1,0,0,1,448,1064.64,Kerala,Fuel,1998,0
545.98,4,21,1,0,0,1,427,989.2,Maharashtra,Food,1993,0
6668.42,1,18,1,0,0,1,226,468.71,West Bengal,Food,1971,0
717.69,3,13,1,0,0,0,496,478.68,Kerala,Food,1985,0
326.3,9,20,1,0,0,1,341,1399.61,Maharashtra,Clothing,1994,0
1314.66,5,18,1,0,0,1,448,1473.1,Gujarat,Electronics,1974,0
410.24,5,14,1,0,0,1,158,786.94,Delhi,Healthcare,1988,0
2366.52,5,15,1,1,0,1,113,119.14,West Bengal,Fuel,1981,0
2218.12,4,16,1,0,0,1,187,1794.52,Karnataka,Food,1972,0
2267.12,5,16,1,0,0,0,294,241.9,Rajasthan,Grocery,1985,0
368.39,2,14,1,1,0,1,333,2132.49,Tamil Nadu,Electronics,1975,0
1182.42,4,15,1,0,0,1,699,244.35,Gujarat,Healthcare,1990,0
6334.36,2,10,1,0,0,0,318,523.49,Delhi,Food,1990,0
2605.35,4,12,1,0,0,1,136,165.12,Uttar Pradesh,Entertainment,1994,0
112.22,8,15,1,1,0,1,661,524.87,Kerala,Utilities,1982,0
386.72,2,18,1,1,0,0,161,446.81,Rajasthan,Entertainment,1979,0
3320.21,21,1,2,2,0,2,43,9648.47,Delhi,Utilities,1974,1
2731.48,1,19,1,0,0,0,591,1187.59,Rajasthan,Food,1997,0
221.59,9,8,1,0,0,1,592,2521.56,Maharashtra,Clothing,1993,0
1457.83,1,17,1,0,0,0,446,831.06,Kerala,Electronics,1993,0
585.79,6,18,1,0,0,1,317,3776.08,Tamil Nadu,Food,1990,0
532.34,3,12,1,1,0,0,502,876.21,Telangana,Fuel,1978,0
2521.82,8,21,1,1,0,0,102,1137.69,Telangana,Fuel,1991,0
669.19,9,10,1,1,0,1,625,744.54,Telangana,Travel,1976,0
291.63,5,11,1,1,0,0,269,921.35,Uttar Pradesh,Grocery,1984,0
477.75,4,18,1,0,0,1,166,69.43,Delhi,Grocery,1988,0
1568.3,5,10,1,1,0,0,703,37.59,Delhi,Clothing,1983,0
10.0,9,13,1,0,0,0,531,675.58,Maharashtra,Food,1995,0
1137.2,6,18,1,0,0,1,44,1035.37,Delhi,Education,1979,0
1076.44,2,15,1,0,0,0,312,569.14,Tamil Nadu,Entertainment,1990,0
10.0,1,6,1,1,0,0,362,78.2,West Bengal,Utilities,1989,0
353.25,2,17,1,0,0,0,341,316.99,Karnataka,Entertainment,1983,0
253.59,6,15,1,0,0,1,680,42.48,Uttar Pradesh,Entertainment,1999,0
1732.59,8,12,1,1,0,0,635,606.72,Tamil Nadu,Grocery,1983,0
258.1,5,7,1,1,0,0,472,3301.87,West Bengal,Fuel,1985,0
837.45,6,12,1,1,0,1,660,217.07,Karnataka,Education,1995,0
579.46,5,12,1,0,0,0,351,285.94,Rajasthan,Travel,1982,0
1359.76,5,11,1,1,0,0,244,1090.56,Delhi,Electronics,1978,0
613.56,2,18,1,0,0,1,3,685.95,Tamil Nadu,Healthcare,1984,0
71.37,6,12,1,1,0,0,251,55.21,West Bengal,Clothing,1999,0
22.42,3,15,1,1,0,1,414,889.28,Rajasthan,Entertainment,1994,0
2546.15,2,10,1,0,0,1,572,2430.51,Kerala,Electronics,1981,0
92.69,3,13,1,1,0,1,152,1173.89,West Bengal,Education,1998,0
1024.19,7,17,1,1,0,0,120,163.7,Rajasthan,Healthcare,1973,0
273.5,2,8,1,1,0,0,482,1644.1,Telangana,Food,1985,0
156.64,4,9,1,0,0,0,476,200.72,Uttar Pradesh,Travel,1993,0
118.67,3,7,1,1,0,0,286,221.5,Tamil Nadu,Food,1986,0
1157.42,8,6,1,0,0,0,247,373.52,West Bengal,Education,1974,0
1363.12,2,13,1,1,0,0,202,614.38,Kerala,Healthcare,1986,0
1863.44,3,8,1,0,0,0,222,912.65,Tamil Nadu,Clothing,1984,0
2878.84,8,9,1,0,0,0,271,581.63,Delhi,Utilities,1990,0
306.94,7,19,1,0,0,1,425,1260.28,Rajasthan,Fuel,1991,0
815.2,5,10,1,1,0,0,4,2873.02,West Bengal,Education,1991,0
279.27,5,21,1,1,0,1,109,359.86,Gujarat,Entertainment,1985,0
1389.19,7,20,1,1,0,0,323,1938.76,Maharashtra,Education,1990,0
157.72,2,20,1,1,0,0,84,618.32,Gujarat,Entertainment,1988,0
273.52,9,16,1,0,0,0,305,2110.49,Tamil Nadu,Electronics,1974,0
773.95,1,7,1,0,0,0,132,1806.52,Telangana,Electronics,1981,0
243.96,7,11,1,0,0,0,207,86.23,West Bengal,Education,1975,0
322.72,3,10,1,1,0,1,550,257.79,Maharashtra,Clothing,1971,0
4025.41,29,23,1,1,1,1,55,2278.84,Kerala,Education,1995,1
753.13,14,23,2,2,1,0,55,2416.85,Rajasthan,Grocery,1990,1
589.65,9,21,1,0,0,0,291,1860.42,Uttar Pradesh,Clothing,1982,0
101.01,3,7,1,1,0,0,170,165.8,Uttar Pradesh,Electronics,1972,0
1349.57,3,15,1,1,0,0,498,935.99,Telangana,Grocery,1976,0
2312.58,7,9,1,0,0,0,17,1458.66,Maharashtra,Electronics,1985,0
2102.61,8,16,1,1,0,0,210,1408.86,Maharashtra,Grocery,1990,0
62.5,20,3,1,0,1,1,18,4805.9,Kerala,Travel,1974,1
972.72,1,9,1,0,0,1,334,80.67,Kerala,Food,1979,0
442.84,5,12,1,1,0,0,627,1388.39,Gujarat,Food,1982,0
155.32,5,21,1,0,0,0,52,582.29,Rajasthan,Travel,1977,0
4911.89,8,23,1,0,1,2,20,131.18,Maharashtra,Electronics,1985,1
298.04,7,19,1,0,0,1,4,574.83,Delhi,Utilities,1988,0
5863.44,9,20,1,1,0,0,716,996.29,Kerala,Healthcare,1985,0
1595.35,6,15,1,1,0,0,35,116.57,Telangana,Education,1973,0
794.64,2,10,1,0,0,1,698,1696.02,Uttar Pradesh,Utilities,1970,0
3972.84,1,19,1,1,0,0,292,255.05,West Bengal,Food,1974,0
90.47,2,17,1,0,0,0,583,1334.83,Gujarat,Travel,1970,0
488.75,8,13,1,0,0,0,140,1022.48,Tamil Nadu,Entertainment,1981,0
195.96,8,10,1,0,0,0,425,637.88,Uttar Pradesh,Education,1989,0
372.43,5,17,1,1,0,1,486,975.17,Rajasthan,Travel,1987,0
1317.5,1,9,1,0,0,1,43,233.09,Kerala,Utilities,1994,0
1616.35,7,19,1,0,0,1,248,102.57,Gujarat,Food,1991,0
2099.15,5,8,1,1,0,0,682,2218.88,Karnataka,Fuel,1975,0
10.0,7,20,1,0,0,0,472,566.56,Delhi,Clothing,1972,0
1876.17,3,7,1,1,0,0,436,1785.4,Rajasthan,Travel,1972,0
46.9,5,7,1,0,0,0,537,119.76,Kerala,Electronics,1971,0
376.16,5,8,1,0,0,0,647,938.03,Kerala,Entertainment,1977,0
230.32,3,17,1,0,0,0,71,863.28,Delhi,Grocery,1997,0
1519.19,2,17,1,0,0,1,65,2075.61,Delhi,Food,1982,0
616.82,4,14,1,1,0,1,609,1297.62,Maharashtra,Clothing,1983,0
1684.04,2,15,1,1,0,1,315,788.34,Karnataka,Clothing,1994,0
730.42,4,13,1,0,0,0,396,3638.11,Gujarat,Travel,1987,0
436.74,1,14,1,0,0,0,300,84.65,West Bengal,Healthcare,1997,0
1476.0,8,6,1,1,0,0,345,900.13,Uttar Pradesh,Food,1984,0
877.99,8,15,1,1,0,0,178,151.11,Delhi,Entertainment,1973,0
257.95,2,21,1,0,0,0,622,787.45,Maharashtra,Grocery,1970,0
1899.44,5,18,1,0,0,0,134,201.92,West Bengal,Food,1984,0
1235.9,4,17,1,0,0,1,104,45.76,Karnataka,Entertainment,1974,0
2034.52,1,12,1,0,0,0,30,79.33,Delhi,Utilities,1988,0
2353.92,5,13,1,0,0,0,207,2173.43,Maharashtra,Grocery,1988,0
240.09,6,10,1,1,0,1,69,1281.43,Rajasthan,Grocery,1980,0
2443.6,8,15,1,0,0,0,41,411.87,Telangana,Utilities,1999,0
1661.89,3,17,1,1,0,1,281,1443.31,Uttar Pradesh,Entertainment,1989,0
2246.35,7,15,1,0,0,1,341,892.7,Gujarat,Electronics,1979,0
195.39,2,6,1,1,0,1,268,1403.99,Kerala,Clothing,1984,0
71.95,4,21,1,0,0,1,70,10.0,West Bengal,Grocery,1974,0
244.2,2,7,1,0,0,0,372,368.53,Delhi,Clothing,1979,0
1149.07,5,11,1,0,0,0,703,1197.4,Uttar Pradesh,Electronics,1998,0
817.38,7,15,1,0,0,0,593,1528.21,Maharashtra,Utilities,1973,0
465.83,2,11,1,1,0,1,428,2552.2,Gujarat,Entertainment,1990,0
121.5,6,13,1,1,0,1,520,241.75,Karnataka,Entertainment,1987,0
250.15,7,21,1,1,0,1,370,907.88,West Bengal,Fuel,1979,0
2367.74,4,12,1,1,0,0,712,208.54,Kerala,Education,1988,0
9192.35,20,22,4,1,1,0,45,10117.51,Gujarat,Education,1984,1
260.24,5,21,1,0,0,0,548,2342.83,Tamil Nadu,Healthcare,1971,0
634.4,7,12,1,0,0,1,36,640.75,Gujarat,Grocery,1992,0
150.22,6,18,1,1,0,0,210,2191.13,Gujarat,Grocery,1994,0
209.55,3,21,1,1,0,1,164,143.89,Delhi,Fuel,1990,0
1053.59,3,14,1,0,0,0,62,2171.01,Tamil Nadu,Entertainment,1985,0
976.76,9,6,1,0,0,0,352,2470.55,Karnataka,Entertainment,1986,0
1903.08,5,13,1,1,0,1,298,1421.81,West Bengal,Clothing,1978,0
810.47,6,6,1,1,0,1,668,601.63,Kerala,Education,1993,0
708.83,8,15,1,1,0,0,568,951.98,Gujarat,Clothing,1984,0
513.25,8,7,1,1,0,1,324,674.37,Karnataka,Entertainment,1992,0
1222.14,5,16,1,0,0,0,125,46.77,Karnataka,Education,1985,0
599.29,2,15,1,1,0,1,331,352.11,Kerala,Grocery,1990,0
2296.94,8,16,1,0,0,1,255,205.97,Maharashtra,Clothing,1994,0
933.55,1,18,1,0,0,1,644,555.27,Gujarat,Healthcare,1999,0
2303.54,9,14,1,1,0,1,68,411.43,Gujarat,Clothing,1978,0
43.58,7,8,1,1,0,1,675,1353.02,Uttar Pradesh,Electronics,1976,0
536.4,8,11,1,1,0,0,679,2181.12,Karnataka,Fuel,1992,0
2705.76,28,3,4,2,0,2,25,1452.41,Telangana,Travel,1979,1
3928.5,5,11,1,0,0,0,695,441.95,Karnataka,Education,1988,0
2029.53,3,9,1,0,0,0,31,317.44,Uttar Pradesh,Fuel,1992,0
1705.54,6,14,1,1,0,0,69,311.03,West Bengal,Electronics,1988,0
140.19,9,12,1,0,0,0,368,274.45,Uttar Pradesh,Travel,1986,0
3762.19,4,18,1,1,0,0,309,65.86,West Bengal,Utilities,1972,0
892.05,4,14,1,1,0,1,322,89.41,Uttar Pradesh,Utilities,1986,0
1187.11,2,19,1,0,0,0,533,265.0,Delhi,Travel,1988,0
5981.18,3,13,1,1,0,0,593,943.17,West Bengal,Fuel,1993,0
2526.65,6,12,1,0,0,0,130,237.29,Rajasthan,Healthcare,1973,0
1203.71,4,21,1,0,0,0,94,859.32,Tamil Nadu,Travel,1974,0
1706.89,14,22,3,0,1,0,7,4750.21,Gujarat,Utilities,1970,1
1415.47,6,21,1,0,0,1,430,741.96,Telangana,Healthcare,1977,0
117.68,6,7,1,1,0,0,159,396.73,Rajasthan,Healthcare,1976,0
816.7,3,18,1,0,0,0,203,1948.01,Delhi,Education,1976,0
45.76,6,16,1,0,0,0,310,297.51,Delhi,Utilities,1972,0
3348.48,8,16,1,1,0,1,713,3098.94,Telangana,Clothing,1988,0
151.33,9,9,1,0,0,1,455,1237.84,West Bengal,Utilities,1973,0
1590.47,1,13,1,0,0,0,358,1782.87,Telangana,Entertainment,1999,0
3962.87,1,16,1,1,0,1,85,1148.72,Rajasthan,Food,1981,0
2368.47,9,15,1,1,0,0,45,793.88,Delhi,Utilities,1996,0
3633.04,2,9,1,0,0,1,501,3963.93,Maharashtra,Grocery,1970,0
605.32,3,6,1,1,0,1,609,797.11,West Bengal,Fuel,1988,0
235.05,1,21,1,0,0,0,310,1337.56,Telangana,Food,1992,0
561.71,5,9,1,1,0,1,511,305.49,Karnataka,Healthcare,1982,0
230.59,9,21,1,1,0,1,508,3025.54,Rajasthan,Grocery,1970,0
4840.11,18,4,4,2,0,1,47,10192.4,Maharashtra,Utilities,1970,1
758.39,6,16,1,1,0,0,179,1646.82,Rajasthan,Entertainment,1972,0
52.15,8,6,1,1,0,1,656,333.41,West Bengal,Utilities,1987,0
761.21,9,16,1,0,0,0,512,959.78,Tamil Nadu,Electronics,1984,0
854.79,1,17,1,1,0,1,619,1500.29,Tamil Nadu,Travel,1994,0
3247.12,1,21,1,0,0,0,450,278.6,Kerala,Electronics,1982,0
933.5,7,12,1,0,0,1,438,153.74,Gujarat,Healthcare,1970,0
